Merchant,Booked Quarter,Quarter On Book,FICO Bucket,Line Item,Value
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),3rd Party Fraud,"($1,200)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Servicing & Collections,"($11,200)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Acquisition Bounties,"($48,700)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Sign-On Bonus,"($35,080)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Marketing Expense,"($28,770)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Added Features,"($1,680)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),KYC/AML and Underwriting Costs,"($43,510)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Card Origination,"($21,500)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),CAC / New Account,($51)
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Program Support,"($4,160)"
Merchant 4,Q3 2024,Q3 2024,Poor (300-579),Other Credits,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),New Accounts,0
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Total Accounts,"4,702"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),In-Month Active Accounts,"3,743"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Net Transaction Volume,"$5,389,200"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),On-Merchant Volume,"$4,688,600"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Off-Merchant Volume,"$700,600"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Outstanding Balance,"$6,738,330"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Revolve Balance,"$1,437,300"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Principal Payments,"($4,716,700)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),EoP Interest & Fees Balance,"$64,930"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Interest Revenue,"$67,910"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Interchange Revenue,"$69,570"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Fee Revenue,"$3,780"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Merchant Discount Rate,"$71,210"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Other Revenue,"$3,160"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Cost of Funds,"($86,290)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Charge Offs,"($4,730)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Recoveries / Debt Sale,$340
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Payment Fees,"($7,840)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Rewards,"($110,005)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Rebates,"($10,610)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Royalties,"($38,110)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),3rd Party Fraud,"($2,840)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Servicing & Collections,"($8,510)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Acquisition Bounties,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Sign-On Bonus,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Marketing Expense,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Added Features,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Card Origination,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),CAC / New Account,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Program Support,"($5,810)"
Merchant 4,Q3 2024,Q4 2024,Exceptional (800-850),Other Credits,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),New Accounts,0
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Total Accounts,"7,444"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),In-Month Active Accounts,"5,622"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Net Transaction Volume,"$7,119,200"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),On-Merchant Volume,"$6,193,700"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Off-Merchant Volume,"$925,500"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Outstanding Balance,"$10,677,780"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Revolve Balance,"$2,911,100"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Principal Payments,"($5,757,800)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),EoP Interest & Fees Balance,"$169,280"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Interest Revenue,"$159,380"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Interchange Revenue,"$99,030"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Fee Revenue,"$8,600"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Merchant Discount Rate,"$94,300"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Other Revenue,"$4,380"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Cost of Funds,"($134,560)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Charge Offs,"($15,350)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Recoveries / Debt Sale,"$1,120"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Payment Fees,"($10,550)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Rewards,"($141,408)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Rebates,"($13,870)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Royalties,"($52,336)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),3rd Party Fraud,"($4,250)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Servicing & Collections,"($14,620)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Acquisition Bounties,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Sign-On Bonus,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Marketing Expense,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Added Features,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Card Origination,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),CAC / New Account,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Program Support,"($9,380)"
Merchant 4,Q3 2024,Q4 2024,Very Good (740-799),Other Credits,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),New Accounts,0
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Total Accounts,"10,111"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),In-Month Active Accounts,"6,984"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Net Transaction Volume,"$7,833,200"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),On-Merchant Volume,"$6,814,900"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Off-Merchant Volume,"$1,018,300"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Outstanding Balance,"$14,349,140"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Revolve Balance,"$5,028,600"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Principal Payments,"($5,436,600)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),EoP Interest & Fees Balance,"$377,840"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Interest Revenue,"$313,030"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Interchange Revenue,"$108,960"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Fee Revenue,"$19,020"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Merchant Discount Rate,"$103,630"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Other Revenue,"$6,090"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Cost of Funds,"($176,580)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Charge Offs,"($43,510)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Recoveries / Debt Sale,"$3,450"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Payment Fees,"($11,960)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Rewards,"($143,252)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Rebates,"($16,320)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Royalties,"($58,087)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),3rd Party Fraud,"($5,150)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Servicing & Collections,"($23,990)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Acquisition Bounties,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Sign-On Bonus,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Marketing Expense,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Added Features,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Card Origination,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),CAC / New Account,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Program Support,"($12,140)"
Merchant 4,Q3 2024,Q4 2024,Good (670-739),Other Credits,"($4,590)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),New Accounts,0
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Total Accounts,"8,066"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),In-Month Active Accounts,"5,131"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Net Transaction Volume,"$4,772,600"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),On-Merchant Volume,"$4,152,200"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Off-Merchant Volume,"$620,400"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Outstanding Balance,"$10,682,010"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Revolve Balance,"$4,789,900"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Principal Payments,"($2,924,900)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),EoP Interest & Fees Balance,"$451,010"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Interest Revenue,"$334,100"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Interchange Revenue,"$71,160"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Fee Revenue,"$24,490"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Merchant Discount Rate,"$61,220"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Other Revenue,"$4,370"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Cost of Funds,"($130,540)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Charge Offs,"($53,210)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Recoveries / Debt Sale,"$3,720"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Payment Fees,"($7,250)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Rewards,"($77,765)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Rebates,"($9,250)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Royalties,"($34,822)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),3rd Party Fraud,"($4,290)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Servicing & Collections,"($24,690)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Acquisition Bounties,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Sign-On Bonus,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Marketing Expense,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Added Features,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Card Origination,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),CAC / New Account,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Program Support,"($10,220)"
Merchant 4,Q3 2024,Q4 2024,Fair (580-669),Other Credits,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),New Accounts,0
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Total Accounts,"3,331"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),In-Month Active Accounts,"1,868"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Net Transaction Volume,"$1,285,600"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),On-Merchant Volume,"$1,118,500"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Off-Merchant Volume,"$167,100"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Outstanding Balance,"$3,555,730"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Revolve Balance,"$1,924,700"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Principal Payments,"($730,000)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),EoP Interest & Fees Balance,"$213,130"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Interest Revenue,"$143,870"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Interchange Revenue,"$19,170"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Fee Revenue,"$13,900"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Merchant Discount Rate,"$17,050"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Other Revenue,"$1,620"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Cost of Funds,"($43,730)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Charge Offs,"($33,550)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Recoveries / Debt Sale,"$2,630"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Payment Fees,"($1,950)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Rewards,"($18,791)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Rebates,"($2,560)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Royalties,"($9,211)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),3rd Party Fraud,"($1,590)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Servicing & Collections,"($12,390)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Acquisition Bounties,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Sign-On Bonus,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Marketing Expense,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Added Features,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Card Origination,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),CAC / New Account,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Program Support,"($4,130)"
Merchant 4,Q3 2024,Q4 2024,Poor (300-579),Other Credits,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),New Accounts,0
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Total Accounts,"4,670"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),In-Month Active Accounts,"3,074"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Net Transaction Volume,"$2,938,300"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),On-Merchant Volume,"$2,526,900"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Off-Merchant Volume,"$411,400"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Outstanding Balance,"$5,449,080"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Revolve Balance,"$1,767,600"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Principal Payments,"($4,241,200)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),EoP Interest & Fees Balance,"$84,880"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Interest Revenue,"$83,520"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Interchange Revenue,"$38,140"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Fee Revenue,"$3,730"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Merchant Discount Rate,"$37,170"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Other Revenue,"$2,520"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Cost of Funds,"($82,270)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Charge Offs,"($6,450)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Recoveries / Debt Sale,$610
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Payment Fees,"($4,370)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Rewards,"($58,082)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Rebates,"($6,070)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Royalties,"($20,764)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),3rd Party Fraud,"($1,380)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Servicing & Collections,"($7,270)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Acquisition Bounties,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Sign-On Bonus,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Marketing Expense,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Added Features,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Card Origination,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),CAC / New Account,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Program Support,"($5,730)"
Merchant 4,Q3 2024,Q1 2025,Exceptional (800-850),Other Credits,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),New Accounts,0
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Total Accounts,"7,342"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),In-Month Active Accounts,"4,608"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Net Transaction Volume,"$4,023,200"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),On-Merchant Volume,"$3,460,000"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Off-Merchant Volume,"$563,200"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Outstanding Balance,"$9,090,960"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Revolve Balance,"$3,584,300"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Principal Payments,"($5,649,100)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),EoP Interest & Fees Balance,"$228,660"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Interest Revenue,"$196,240"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Interchange Revenue,"$56,240"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Fee Revenue,"$9,460"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Merchant Discount Rate,"$52,160"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Other Revenue,"$3,330"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Cost of Funds,"($133,440)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Charge Offs,"($20,850)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Recoveries / Debt Sale,"$1,800"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Payment Fees,"($5,860)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Rewards,"($81,253)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Rebates,"($8,030)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Royalties,"($28,366)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),3rd Party Fraud,"($2,240)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Servicing & Collections,"($11,910)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Acquisition Bounties,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Sign-On Bonus,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Marketing Expense,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Added Features,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Card Origination,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),CAC / New Account,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Program Support,"($8,800)"
Merchant 4,Q3 2024,Q1 2025,Very Good (740-799),Other Credits,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),New Accounts,0
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Total Accounts,"9,799"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),In-Month Active Accounts,"5,637"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Net Transaction Volume,"$4,043,800"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),On-Merchant Volume,"$3,477,700"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Off-Merchant Volume,"$566,100"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Outstanding Balance,"$13,310,310"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Revolve Balance,"$6,375,600"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Principal Payments,"($5,209,400)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),EoP Interest & Fees Balance,"$562,410"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Interest Revenue,"$396,880"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Interchange Revenue,"$56,530"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Fee Revenue,"$20,140"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Merchant Discount Rate,"$52,000"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Other Revenue,"$4,090"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Cost of Funds,"($186,700)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Charge Offs,"($60,350)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Recoveries / Debt Sale,"$5,790"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Payment Fees,"($5,900)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Rewards,"($73,229)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Rebates,"($8,140)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Royalties,"($29,328)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),3rd Party Fraud,"($2,910)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Servicing & Collections,"($19,310)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Acquisition Bounties,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Sign-On Bonus,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Marketing Expense,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Added Features,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Card Origination,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),CAC / New Account,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Partner Signing Bonus,-
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Program Support,"($12,340)"
Merchant 4,Q3 2024,Q1 2025,Good (670-739),Other Credits,-
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),New Accounts,0
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Total Accounts,"7,860"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),In-Month Active Accounts,"4,055"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Net Transaction Volume,"$2,389,100"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),On-Merchant Volume,"$2,054,600"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Off-Merchant Volume,"$334,500"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Outstanding Balance,"$10,283,150"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Revolve Balance,"$6,150,600"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Principal Payments,"($2,939,900)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),EoP Interest & Fees Balance,"$687,350"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Interest Revenue,"$429,000"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Interchange Revenue,"$35,790"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Fee Revenue,"$23,980"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Merchant Discount Rate,"$30,940"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Other Revenue,"$2,990"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Cost of Funds,"($141,510)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Charge Offs,"($90,420)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Recoveries / Debt Sale,"$8,650"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Payment Fees,"($3,600)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Rewards,"($38,946)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Rebates,"($4,580)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Royalties,"($16,855)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),3rd Party Fraud,"($2,060)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Servicing & Collections,"($19,520)"
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Acquisition Bounties,-
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Sign-On Bonus,-
Merchant 4,Q3 2024,Q1 2025,Fair (580-669),Marketing Expense,-
