Merchant,Grain FICO,QSB,Line Item,Driver Basis,rate
Merchant 4,Exceptional (800-850),7,3rd Party Fraud,Net Transaction Volume,-0.0004802844104124293
Merchant 4,Exceptional (800-850),8,3rd Party Fraud,Net Transaction Volume,-0.0004983684366656778
Merchant 4,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0009092356054275596
Merchant 4,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0008731702716956618
Merchant 4,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.0009203139847798833
Merchant 4,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009112599993608931
Merchant 4,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0009339872665793401
Merchant 4,Fair (580-669),5,3rd Party Fraud,Net Transaction Volume,-0.0008663572930925116
Merchant 4,Fair (580-669),6,3rd Party Fraud,Net Transaction Volume,-0.0008810901226281416
Merchant 4,Fair (580-669),7,3rd Party Fraud,Net Transaction Volume,-0.0008652124193583188
Merchant 4,Fair (580-669),8,3rd Party Fraud,Net Transaction Volume,-0.0008888545370227237
Merchant 4,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0007000900238460111
Merchant 4,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.0006951927494466024
Merchant 4,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.0006899558900406891
Merchant 4,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.0007022094292176059
Merchant 4,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0006954514302203946
Merchant 4,Good (670-739),5,3rd Party Fraud,Net Transaction Volume,-0.0007184859129409605
Merchant 4,Good (670-739),6,3rd Party Fraud,Net Transaction Volume,-0.0006815829186465622
Merchant 4,Good (670-739),7,3rd Party Fraud,Net Transaction Volume,-0.0007032055372833931
Merchant 4,Good (670-739),8,3rd Party Fraud,Net Transaction Volume,-0.0006441079775456802
Merchant 4,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.0011710204606871703
Merchant 4,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.0012208598642319635
Merchant 4,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.0012046034660337648
Merchant 4,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.0012072068428608982
Merchant 4,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.0012188759781835428
Merchant 4,Poor (300-579),5,3rd Party Fraud,Net Transaction Volume,-0.0011883596893421913
Merchant 4,Poor (300-579),6,3rd Party Fraud,Net Transaction Volume,-0.0012053701317594246
Merchant 4,Poor (300-579),7,3rd Party Fraud,Net Transaction Volume,-0.0012371832895517328
Merchant 4,Poor (300-579),8,3rd Party Fraud,Net Transaction Volume,-0.0012225317239244816
Merchant 4,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.0006054973267937168
Merchant 4,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.0005984850641515549
Merchant 4,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.0006009977315158694
Merchant 4,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0006054574106328274
Merchant 4,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0006114069464803902
Merchant 4,Very Good (740-799),5,3rd Party Fraud,Net Transaction Volume,-0.0005963800770386234
Merchant 4,Very Good (740-799),6,3rd Party Fraud,Net Transaction Volume,-0.0005854235957875234
Merchant 4,Very Good (740-799),7,3rd Party Fraud,Net Transaction Volume,-0.0005976801904472471
Merchant 4,Very Good (740-799),8,3rd Party Fraud,Net Transaction Volume,-0.0006213628248823352
Merchant 5,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.0004956749339603823
Merchant 5,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0005120536523472902
Merchant 5,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.0004958433945918048
Merchant 5,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.000495603517186251
Merchant 5,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.0004756806570084972
Merchant 5,Exceptional (800-850),5,3rd Party Fraud,Net Transaction Volume,-0.000499110113750677
Merchant 5,Exceptional (800-850),6,3rd Party Fraud,Net Transaction Volume,-0.0004730803177405119
Merchant 5,Exceptional (800-850),7,3rd Party Fraud,Net Transaction Volume,-0.000524266027561414
Merchant 5,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0009127573763532159
Merchant 5,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0008911361127475934
Merchant 5,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.0008768384740845518
Merchant 5,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009134825741813928
Merchant 5,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0008977937768772297
Merchant 5,Fair (580-669),5,3rd Party Fraud,Net Transaction Volume,-0.0008931197275752651
Merchant 5,Fair (580-669),6,3rd Party Fraud,Net Transaction Volume,-0.0009057555606512268
Merchant 5,Fair (580-669),7,3rd Party Fraud,Net Transaction Volume,-0.0009280885064535956
Merchant 5,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0006921969232523989
Merchant 5,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.0007053979052904843
Merchant 5,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.0007133721756430297
Merchant 5,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.000677566442705152
Merchant 5,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0007277805158534582
Merchant 5,Good (670-739),5,3rd Party Fraud,Net Transaction Volume,-0.0007234613212874082
Merchant 5,Good (670-739),6,3rd Party Fraud,Net Transaction Volume,-0.0006819630337794774
Merchant 5,Good (670-739),7,3rd Party Fraud,Net Transaction Volume,-0.0007494356659142212
Merchant 5,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.0012018151125152937
Merchant 5,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.001169407669593445
Merchant 5,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.0011617738913179262
Merchant 5,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.001179753900799188
Merchant 5,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.001177829960117783
Merchant 5,Poor (300-579),5,3rd Party Fraud,Net Transaction Volume,-0.0011667127453690903
Merchant 5,Poor (300-579),6,3rd Party Fraud,Net Transaction Volume,-0.0011345562506627081
Merchant 5,Poor (300-579),7,3rd Party Fraud,Net Transaction Volume,-0.0011902137976636544
Merchant 5,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.000591450959381174
Merchant 5,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.0005959469368015434
Merchant 5,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.0006014551333872271
Merchant 5,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0005995125382363044
Merchant 5,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0006181377645925346
Merchant 5,Very Good (740-799),5,3rd Party Fraud,Net Transaction Volume,-0.0005900603911574049
Merchant 5,Very Good (740-799),6,3rd Party Fraud,Net Transaction Volume,-0.0005853875413723262
Merchant 5,Very Good (740-799),7,3rd Party Fraud,Net Transaction Volume,-0.0005742666459723731
Merchant 6,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.000508758833965081
Merchant 6,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0004930103890688485
Merchant 6,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.000499105616278348
Merchant 6,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.0005031074282332051
Merchant 6,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.000481321949200607
Merchant 6,Exceptional (800-850),5,3rd Party Fraud,Net Transaction Volume,-0.0005277963327092604
Merchant 6,Exceptional (800-850),6,3rd Party Fraud,Net Transaction Volume,-0.0004750528220070982
Merchant 6,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0009050144463681994
Merchant 6,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0008851032982964842
Merchant 6,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.0008898645931089958
Merchant 6,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009186081139898747
Merchant 6,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0008923315259488768
Merchant 6,Fair (580-669),5,3rd Party Fraud,Net Transaction Volume,-0.0009028605482717521
Merchant 6,Fair (580-669),6,3rd Party Fraud,Net Transaction Volume,-0.0008801868151607688
Merchant 6,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0007020218654710426
Merchant 6,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.0006892618600273606
Merchant 6,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.0006993968144261883
Merchant 6,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.0006958469998330398
Merchant 6,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0007301232729378671
Merchant 6,Good (670-739),5,3rd Party Fraud,Net Transaction Volume,-0.0006688064893031251
Merchant 6,Good (670-739),6,3rd Party Fraud,Net Transaction Volume,-0.000743355888986957
Merchant 6,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.0012268964285005262
Merchant 6,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.001176950258222343
Merchant 6,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.0012234605566278562
Merchant 6,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.00117245789810275
Merchant 6,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.0012013857845328566
Merchant 6,Poor (300-579),5,3rd Party Fraud,Net Transaction Volume,-0.0011990673920284224
Merchant 6,Poor (300-579),6,3rd Party Fraud,Net Transaction Volume,-0.0011258278145695364
Merchant 6,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.0006104735251474275
Merchant 6,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.0005882765226736444
Merchant 6,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.000613480737655152
Merchant 6,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0006083817542265494
Merchant 6,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0005752627757816221
Merchant 6,Very Good (740-799),5,3rd Party Fraud,Net Transaction Volume,-0.0006360580325548478
Merchant 6,Very Good (740-799),6,3rd Party Fraud,Net Transaction Volume,-0.0005554349630348456
Merchant 7,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.0004980820008098345
Merchant 7,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0005029010854779157
Merchant 7,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.000510293919040203
Merchant 7,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.0004920644678736462
Merchant 7,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.0005226984902456493
Merchant 7,Exceptional (800-850),5,3rd Party Fraud,Net Transaction Volume,-0.0005234116657209384
Merchant 7,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0008877945722585556
Merchant 7,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0009052286944828796
Merchant 7,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.0008737335962466853
Merchant 7,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009261568054714494
Merchant 7,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0008995090465890754
Merchant 7,Fair (580-669),5,3rd Party Fraud,Net Transaction Volume,-0.0008844382720561363
Merchant 7,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0006753732536206401
Merchant 7,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.0007139521576416888
Merchant 7,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.0006926068437622173
Merchant 7,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.000705125407582436
Merchant 7,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0007231958824300335
Merchant 7,Good (670-739),5,3rd Party Fraud,Net Transaction Volume,-0.0007077663656077974
Merchant 7,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.0012292654028436018
Merchant 7,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.001166784286050341
Merchant 7,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.0011757283780683644
Merchant 7,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.0012398190045248868
Merchant 7,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.0011771097428467947
Merchant 7,Poor (300-579),5,3rd Party Fraud,Net Transaction Volume,-0.0012802275960170698
Merchant 7,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.0005917605908416714
Merchant 7,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.0006042234991530185
Merchant 7,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.0006067161399386837
Merchant 7,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0005745654832202841
Merchant 7,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0005942139066722471
Merchant 7,Very Good (740-799),5,3rd Party Fraud,Net Transaction Volume,-0.0006221257686146851
Merchant 8,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.0004918409561020455
Merchant 8,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0005109619155130415
Merchant 8,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.0004922377887163953
Merchant 8,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.0005144594278587575
Merchant 8,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.0005245250921463
Merchant 8,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0008960813160358433
Merchant 8,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0009124193642122392
Merchant 8,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.000858568279382759
Merchant 8,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009011108521712111
Merchant 8,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0008507018290089324
Merchant 8,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0006795684094076405
Merchant 8,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.0007098777117328588
Merchant 8,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.0007024622639216354
Merchant 8,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.000686148682002172
Merchant 8,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0006599482743244448
Merchant 8,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.0011814809726610799
Merchant 8,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.0012451655504197717
Merchant 8,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.0011465910491924548
Merchant 8,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.001214040643969385
Merchant 8,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.00123334977799704
Merchant 8,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.0005999798326106685
Merchant 8,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.0006293691064700887
Merchant 8,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.000619372598497448
Merchant 8,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0006192292806988445
Merchant 8,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0005544683626875407
Merchant 9,ALL,0,3rd Party Fraud,Net Transaction Volume,-0.0007512083987561959
Merchant 9,ALL,1,3rd Party Fraud,Net Transaction Volume,-0.0007498787789943731
Merchant 9,ALL,2,3rd Party Fraud,Net Transaction Volume,-0.0007477255147519245
Merchant 9,ALL,3,3rd Party Fraud,Net Transaction Volume,-0.0007334009518608098
Merchant 1,Exceptional (800-850),0,Rewards,Net Transaction Volume,-0.019754037913233758
Merchant 1,Exceptional (800-850),1,Rewards,Net Transaction Volume,-0.019619660814969526
Merchant 1,Exceptional (800-850),2,Rewards,Net Transaction Volume,-0.01937874640068664
Merchant 1,Exceptional (800-850),3,Rewards,Net Transaction Volume,-0.019332682369667488
Merchant 1,Exceptional (800-850),4,Rewards,Net Transaction Volume,-0.019107472517789086
Merchant 1,Exceptional (800-850),5,Rewards,Net Transaction Volume,-0.018743539943663422
Merchant 1,Exceptional (800-850),6,Rewards,Net Transaction Volume,-0.018759664325166448
Merchant 1,Exceptional (800-850),7,Rewards,Net Transaction Volume,-0.018614543481636162
Merchant 1,Exceptional (800-850),8,Rewards,Net Transaction Volume,-0.018315084300275657
Merchant 1,Exceptional (800-850),9,Rewards,Net Transaction Volume,-0.018415079624043994
Merchant 1,Exceptional (800-850),10,Rewards,Net Transaction Volume,-0.01815472422124317
Merchant 1,Exceptional (800-850),11,Rewards,Net Transaction Volume,-0.017868293687077826
Merchant 1,Exceptional (800-850),12,Rewards,Net Transaction Volume,-0.01752540196516302
Merchant 1,Exceptional (800-850),13,Rewards,Net Transaction Volume,-0.0173266801749768
Merchant 1,Fair (580-669),0,Rewards,Net Transaction Volume,-0.016130886997898844
Merchant 1,Fair (580-669),1,Rewards,Net Transaction Volume,-0.01596430899951627
Merchant 1,Fair (580-669),2,Rewards,Net Transaction Volume,-0.01582433298811461
Merchant 1,Fair (580-669),3,Rewards,Net Transaction Volume,-0.0156374869367431
Merchant 1,Fair (580-669),4,Rewards,Net Transaction Volume,-0.015541652112832835
Merchant 1,Fair (580-669),5,Rewards,Net Transaction Volume,-0.015356257660356802
Merchant 1,Fair (580-669),6,Rewards,Net Transaction Volume,-0.015216369008065918
Merchant 1,Fair (580-669),7,Rewards,Net Transaction Volume,-0.0151214827619322
Merchant 1,Fair (580-669),8,Rewards,Net Transaction Volume,-0.01493199949745587
Merchant 1,Fair (580-669),9,Rewards,Net Transaction Volume,-0.014679876393290485
Merchant 1,Fair (580-669),10,Rewards,Net Transaction Volume,-0.01447435444364558
Merchant 1,Fair (580-669),11,Rewards,Net Transaction Volume,-0.014610562345368975
Merchant 1,Fair (580-669),12,Rewards,Net Transaction Volume,-0.014152922999532896
Merchant 1,Fair (580-669),13,Rewards,Net Transaction Volume,-0.014015469613259668
Merchant 1,Good (670-739),0,Rewards,Net Transaction Volume,-0.017905689695394255
Merchant 1,Good (670-739),1,Rewards,Net Transaction Volume,-0.01781369042285515
Merchant 1,Good (670-739),2,Rewards,Net Transaction Volume,-0.017577135425065917
Merchant 1,Good (670-739),3,Rewards,Net Transaction Volume,-0.017466126520292426
Merchant 1,Good (670-739),4,Rewards,Net Transaction Volume,-0.017319743747088622
Merchant 1,Good (670-739),5,Rewards,Net Transaction Volume,-0.017123620647437186
Merchant 1,Good (670-739),6,Rewards,Net Transaction Volume,-0.016936723805199227
Merchant 1,Good (670-739),7,Rewards,Net Transaction Volume,-0.016722469496667332
Merchant 1,Good (670-739),8,Rewards,Net Transaction Volume,-0.016817332258783586
